Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Vereador,Vereador,tem a prerrogativa de,"ter permissão para licenciar-se para desempenhar missões temporárias de interesse do Município, mediante requerimento escrito submetido à deliberação do Plenário","112, III, §3",,,
Vereador,Vereador,tem a prerrogativa de,"ter permissão para licenciar-se para tratar de interesses particulares, mediante comunicação escrita dirigida ao Presidente da Câmara","112, IV, §1",,,
Vereador,Vereador,Tem competência para,"Requerer à Mesa que declare a perda de mandato de Vereador que deixar de comparecer, em cada sessão legislativa, à terça parte das sessões ordinárias, salvo licenças ou missão autorizada pela Câmara; que perder ou tiver suspensos os direitos políticos; ou quando a Justiça Eleitoral o decretar, assegurado o direito de defesa","125, §3",,,
Vereador,Vereador,não pode,"infringir qualquer das proibições estabelecidas no artigo 17 da LOM, sob pena de perder o mandato","125, I","17; 18, I",,
Vereador,Vereador,não pode,"proceder de forma incompatível com o decoro parlamentar, sendo incompatível com o decoro parlamentar, além dos casos definidos neste Regimento, o abuso das prerrogativas asseguradas a membros da Câmara Municipal ou a percepção de vantagens indevidas, sob pena de perder o mandato","125, II, §1",,,
Vereador,Vereador,não pode,"deixar de comparecer, em cada sessão legislativa, à terça parte das sessões ordinárias, salvo licenças ou missão autorizada pela Câmara, sob pena de perder o mandato","125, III",,,
Vereador,Vereador,não pode,"perder ou tiver suspensos os direitos políticos, sob pena de perder o mandato","125, IV",,,
Vereador,Vereador,não pode,continuar no cargo quando tiver seu mandato cassado por decisão judicial,"125, V",,,
Vereador,Vereador,não pode,"sofrer condenação criminal em sentença transitada em julgado, que implique em restrição à liberdade de locomoção, sob pena de perder o mandato","125, VI",,,
Vereador,Vereador,não pode,extingue-se ou dá-se a perda do mandato do vereador quando ocorrer o falecimento ou renúncia por escrito,"126, I",,,
Vereador,Vereador,não pode,"deixar de tomar posse, sem motivo justo aceito pela Câmara, dentro do prazo de 15 (quinze) dias, sob pena de perder ou ter extinto seu mandato","126, II",,,
Vereador,Vereador,não pode,"extingue-se ou dá-se a perda do mandato do vereador quando este fixar residência fora do Município, sem prévia autorização da Mesa","126, III",,,
Vereador,Vereador,Tem competência para,"Requerer a verificação de presença pelo Presidente, nas sessões plenárias cuja abertura e prosseguimento dependam de ""quorum"", devendo-se ser atendido de imediato, e ter sua presença computada. Se o Presidente tiver feito de ofício essa verificação, só será admitido pedido de nova contagem após 30 minutos do incício da sessão ","135; 223, III",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para versar sobre assunto de sua livre escolha, por 5 minutos e sem apartes no Pequeno Expediente, e 15 minutos com apartes no Grande Expediente","139, I; 306, II, III",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para dar explicação pessoal, por 5 minutos, sem apartes","139, II; 306, VI",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para discutir matéria em debate","139, III; 306, V",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para apartes, por não mais que 2 (dois) minutos","139, IV; 282; 283; 306, IV",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para fazer a declaração de votos - isto é, pronunciar-se sobre os motivos que o levaram a se manifestar contrária ou favoravelmente à matéria votada - uma só vez, por 5 minutos, após concluída a votação de todas as peças do processo","139, V; 302; 303; 304; 306, IX",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, durante as sessões, para apresentar ou reiterar requerimento, por 5 minutos, sem apartes","139, VI; 306, V, j",,,
Vereador,Vereador,Tem competência para,"Falar pela ordem, por 5 minutos, sem apartes","139, VII; 306, X; 309",,,
Vereador,Vereador,deve,"falar em pé, podendo pedir permissão para falar sentado somente quando enfermo, com exceção do Presidente","140, I",,,
Vereador,Vereador,deve,"falar da tribuna, quando na condição de orador, a menos que o Presidente permita o contrário","140, II",,,
Vereador,Vereador,deve,fazer uso do microfone ao falar ao Plenário,"140, III",,,
Vereador,Vereador,não pode,"falar sem pedir a palavra e sem que o Presidente a conceda, sendo que somente após a concessão, a taquigrafia iniciará o apanhamento","140, IV",,,
Vereador,Vereador,não pode,"interromper o orador que estiver na tribuna, assim considerado o Vereador ao qual o Presidente já tenha dado a palavra, a não ser através de aparte","140, V",,,
Vereador,Vereador,deve,"dirigir a palavra ao Presidente ou aos Vereadores em geral quando falar, e só poderá falar voltado para a Mesa, salvo quando responder a aparte","140, X",,,
Vereador,Vereador,deve,"preceder o nome do Vereador sobre o qual se refere em discurso do tratamento de ""senhor"" ou de ""Vereador""","140, XI",,,
Vereador,Vereador,deve,"dar tratamento de ""Excelência"", de ""nobre Colega"" ou de ""nobre Vereador"" aos Vereadores a quem se dirige a palavra","140, XII",,,
Vereador,Vereador,não pode,"referir-se a seus pares e, de modo geral, a qualquer representante do poder público, de forma descortês ou injuriosa","140, XIII",,,
Vereador,Vereador,Tem competência para,"Requerer o encerramento da sessão antes do horário regimental em caráter excepcional, por motivo de luto nacional, pelo falecimento de autoridade ou alta personalidade, ou por grande calamidade pública, em qualquer fase dos trabalhos","142, II",,,
Vereador,Vereador,Tem competência para,"requerer a prorrogação da sessão por tempo não inferior a uma hora nem superior a 4 (quatro) nos termos dos §§ do art. 143. Os requerimentos deverão ser apresentados por escrito à Mesa até 20 (vinte) minutos antes do término da sessão, e dependem de deliberação do Plenário, sem discussão, encaminhamento de votação ou declaração de voto","143; 144; 225, IX",,,
Vereador,Vereador,Tem a prerrogativa de,"retomar seu tempo de fala quando for interrompido para votação de requerimento de prorrogação de tempo de sessão, mesmo que ausente à votação do requerimento, desde que presente quando chamado a continuar seu discurso","144, §3; 281, §u",,,
Vereador,Vereador,Tem competência para,"solicitar ao Plenário a retirada de requerimento de prorrogação da sessão, antes da votação, quando deste for autor, podendo outro Vereador falar pela ordem e manter o pedido de prorrogação. Na deliberação nao se admite discussão, encaminhamento de votação ou declaração de voto","144, §6; 225, IV",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, por 5 minutos, sem apartes, para requerer a retificação ou impugnação, no todo ou em parte, das atas das sessões, logo após a abertura da primeira sessão ordinária subseqüente à sua publicação","147, §1; 223, II; 306, I",,,
Vereador,Vereador,Tem competência para,"Falar uma vez (apenas) sobre pedido de retificação ou impugnação de Ata, por não mais que 5 minutos","147, §6",,,
Vereador,Vereador,não pode,"falar mais de uma vez na mesma sessão, de pequeno ou grande expediente","157, §2; 160, §2",,,
Vereador,Vereador,Tem competência para,"Requerer a remessa de cópia (máx. 5) das notas taquigráficas de seu discurso a autoridades e entidades, desde que seu pronunciamento envolva sugestão de interesse público municipal - a juízo da Mesa, que deliberará dentro de até 2 (dois) dias úteis","157, §5; 160, §5",,,
Vereador,Vereador,Tem competência para,"ceder sua palavra quando chamado a falar no Grande Expediente, mediante comunicação escrita ao Presidente","160, §7, §8",,,
Vereador,Vereador,Tem competência para,"Requerer à Mesa, até o término do Pequeno Expediende, com subscrição de 1/4 dos vereadores, a inclusão de Projetos na pauta da Ordem do Dia, em regime de urgência, especificando-se necessariamente o número e o assunto do projeto, a fase atual de sua tramitação e a existência ou não de pareceres. Depende de deliberação do Plenário, não sendo admitindo discussão, encaminhamento de votação ou declaração de voto ","164, II, §1; 166; 167; 225, I",,,
Vereador,Vereador,Tem competência para,"Requerer à Mesa, até o início do Prolongamento do Expediente, com subscrição de 1/4 dos vereadores, a convocação de Secretário Municipal ","164, III, a, §1; 166",,,
Vereador,Vereador,Tem competência para,"Requerer à Mesa, até o início do Prolongamento do Expediente, com subscrição de 1/3 dos vereadores, a constuição de Comissão Temporária","164, III, b, §1; 166",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, por 5 minutos, para discutir requerimentos que solicitem a convocação de Secretário Municipal, não se admitindo pedido de encaminhamento de votação nem declaração de voto ","164, III; 168",,,
Vereador,Vereador,Tem competência para,"Falar ao Plenário, por 5 minutos, para discutir requerimentos que solicitem a constituição de Comissão Temporária, não se admitindo encaminhamento de votação nem declaração de voto ","164, III; 168",,,
Vereador,Vereador,Tem competência para,"Requerer à Mesa, até o início do Prolongamento do Expediente, o encaminhamento de deliberação sobre proposta de moção","164, IV; 166",,,
Vereador,Vereador,Tem competência para,"Requerer adiamento da discussão ou da votação dos requerimentos que solicitem a convocação de Secretário Municipal, sujeitando-se o mesmo à deliberação do Plenário (168§ún.)","168, §u",,,
Vereador,Vereador,Tem competência para,"Requerer adiamento da discussão ou da votação dos requerimentos que solicitem a constituição de Comissão Temporária, sujeitando-se o mesmo à deliberação do Plenário ","168, §u",,,
Vereador,Vereador,Tem competência para,requerer interrupção ou alteração da pauta da Ordem do Dia em caso de retirada de proposição da pauta ,"172, V, 191",,,
Vereador,Vereador,Tem competência para,Requerer interrupção ou alteração da pauta da Ordem do Dia para comunicação de licença de Vereador ,"172; I, 191",,,
Vereador,Vereador,Tem competência para,requerer interrupção ou alteração da pauta da Ordem do Dia para posse de Vereador ou Suplente ,"172; II, 191",,,
Vereador,Vereador,Tem competência para,requerer interrupção ou alteração da pauta da Ordem do Dia em caso de inclusão de projeto na pauta em regime de urgência (só sessões ordinárias) ,"172; III, 191",,,
Vereador,Vereador,Tem competência para,requerer interrupção ou alteração da pauta da Ordem do Dia em caso de inversão de pauta ,"172; IV, 191",,,
Vereador,Vereador,Tem competência para,"Requerer, por escrito, a inversão da pauta da Ordem do Dia, o que dependerá de deliberação do Plenário, sem discussão, encaminhamento de votação ou declaração de voto","174, §§; 225, X",,,
